,_id,Customer ID,username,Customer Names,Email IDs,Country,adults,children,Total People,Reserved Room_Type,check_in,check_out,Meals,reservation_status,reservation_status_date,Price
5576,5577,5370,kaitlin04,Anthony Gomez,anthony.gomez@example.com,Portugal,1,0,1,Standard Room,2015-11-18,2015-11-25,Bed & Breakfast,Check-Out,2015-11-21,125
5577,5578,5371,georgefrances,Robin Farley,robin.farley@example.com,Portugal,1,0,1,Standard Room,2015-11-18,2015-11-25,Bed & Breakfast,Check-Out,2015-11-21,125
5578,5579,5372,ggomez,Joshua Moore,joshua.moore@example.com,Portugal,1,0,1,Standard Room,2015-11-18,2015-11-25,Bed & Breakfast,Check-Out,2015-11-21,125
5581,5582,5375,timothy82,Kayla Jensen,kayla.jensen@example.com,Portugal,1,0,1,Standard Room,2015-11-18,2015-11-25,Bed & Breakfast,Check-Out,2015-11-21,125
5582,5583,5376,anthony39,Justin Franco,justin.franco@example.com,Portugal,1,0,1,Standard Room,2015-11-18,2015-11-25,Bed & Breakfast,Check-Out,2015-11-21,125
5583,5584,5377,wilsontravis,Laura Cline,laura.cline@example.com,Portugal,1,0,1,Standard Room,2015-11-18,2015-11-25,Bed & Breakfast,Check-Out,2015-11-21,125
5584,5585,5378,carrollolivia,Julie Smith,julie.smith@example.com,Portugal,1,0,1,Standard Room,2015-11-18,2015-11-25,Bed & Breakfast,Check-Out,2015-11-21,125
5585,5586,122,max13,James Smith,james.smith@example.com,Portugal,1,0,1,Standard Room,2015-11-18,2015-11-25,Bed & Breakfast,Check-Out,2015-11-21,125
5587,5588,5380,shannon18,Susan Shannon,susan.shannon@example.com,Portugal,1,0,1,Standard Room,2015-11-18,2015-11-25,Bed & Breakfast,Check-Out,2015-11-21,125
5588,5589,5381,garciakenneth,Brad Wood,brad.wood@example.com,Portugal,1,0,1,Standard Room,2015-11-18,2015-11-25,Bed & Breakfast,Check-Out,2015-11-21,125
5589,5590,5382,gregory32,Christopher Craig,christopher.craig@example.com,Portugal,1,0,1,Standard Room,2015-11-18,2015-11-25,Bed & Breakfast,Check-Out,2015-11-21,125
5591,5592,5384,melissabrown,Jared Blevins,jared.blevins@example.com,Portugal,1,0,1,Standard Room,2015-11-18,2015-11-25,Bed & Breakfast,Check-Out,2015-11-21,125
5592,5593,5385,xscott,Aaron Torres,aaron.torres@example.com,Portugal,1,0,1,Standard Room,2015-11-18,2015-11-25,Bed & Breakfast,Check-Out,2015-11-21,125
5593,5594,5386,jenkinsbrenda,Michael Harrell,michael.harrell@example.com,Portugal,1,0,1,Standard Room,2015-11-18,2015-11-25,Bed & Breakfast,Check-Out,2015-11-21,125
5597,5598,5390,ledwards,Tracey Costa,tracey.costa@example.com,Portugal,1,0,1,Standard Room,2015-11-18,2015-11-25,Bed & Breakfast,Check-Out,2015-11-21,125
5600,5601,5393,sswanson,Jordan Price,jordan.price@example.com,Portugal,1,0,1,Standard Room,2015-11-18,2015-11-25,Bed & Breakfast,Check-Out,2015-11-21,125
5601,5602,5394,mmarshall,Lauren Hunt,lauren.hunt@example.com,Portugal,1,0,1,Standard Room,2015-11-18,2015-11-25,Bed & Breakfast,Check-Out,2015-11-21,125
5602,5603,5395,maldonadoloretta,Jamie Osborne,jamie.osborne@example.com,Portugal,1,0,1,Standard Room,2015-11-18,2015-11-25,Bed & Breakfast,Check-Out,2015-11-21,125
5605,5606,5398,lauriebird,Monica Clark,monica.clark@example.com,Portugal,1,0,1,Standard Room,2015-11-18,2015-11-25,Bed & Breakfast,Check-Out,2015-11-21,125
5606,5607,5399,saundersangela,Sean Williams,sean.williams@example.com,Portugal,1,0,1,Standard Room,2015-11-18,2015-11-25,Bed & Breakfast,Check-Out,2015-11-21,125
5607,5608,5400,dfrazier,Mandy Hurley,mandy.hurley@example.com,Portugal,1,0,1,Standard Room,2015-11-18,2015-11-25,Bed & Breakfast,Check-Out,2015-11-21,125
5608,5609,5401,ynixon,Tammy Ramos,tammy.ramos@example.com,Portugal,1,0,1,Standard Room,2015-11-18,2015-11-25,Bed & Breakfast,Check-Out,2015-11-21,125
5613,5614,5406,josetrujillo,Lisa Carr,lisa.carr@example.com,Portugal,1,0,1,Standard Room,2015-11-18,2015-11-25,Bed & Breakfast,Check-Out,2015-11-21,125
5614,5615,5407,brownmelissa,Joseph Avila,joseph.avila@example.com,Portugal,1,0,1,Standard Room,2015-11-18,2015-11-25,Bed & Breakfast,Check-Out,2015-11-21,125
5615,5616,5408,craigpatricia,Timothy Warren,timothy.warren@example.com,Portugal,1,0,1,Standard Room,2015-11-18,2015-11-25,Bed & Breakfast,Check-Out,2015-11-21,125
5619,5620,5412,xconway,Michael Gaines,michael.gaines@example.com,Portugal,1,0,1,Standard Room,2015-11-18,2015-11-25,Bed & Breakfast,Check-Out,2015-11-21,125
5621,5622,5414,hallthomas,Gregory Murray,gregory.murray@example.com,Portugal,1,0,1,Standard Room,2015-11-18,2015-11-25,Bed & Breakfast,Check-Out,2015-11-22,125
5638,5639,4446,ubailey,Robert Warner,robert.warner@example.com,"Korea, Republic of",1,0,1,Standard Room,2015-11-21,2015-11-28,Bed & Breakfast,Check-Out,2015-11-27,125
5639,5640,5429,jameskent,Jordan Klein,jordan.klein@example.com,Peru,1,0,1,Standard Room,2015-11-21,2015-11-28,Bed & Breakfast,Check-Out,2015-11-27,125
5641,5642,984,david31,Gregory Davis,gregory.davis@example.com,Peru,1,0,1,Standard Room,2015-11-21,2015-11-28,Bed & Breakfast,Check-Out,2015-11-27,125
5643,5644,5432,ricky66,Carmen Ortiz,carmen.ortiz@example.com,India,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-24,125
5644,5645,5433,lisa27,Sarah Griffith,sarah.griffith@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Full Board,Canceled,2015-09-14,165
5645,5646,2561,andersonmichael,Joshua Thomas,joshua.thomas@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Full Board,Canceled,2015-09-14,165
5646,5647,5434,ortegabrandy,Kelly Clark,kelly.clark@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Full Board,Canceled,2015-11-18,165
5647,5648,5435,karen87,Tanya Romero,tanya.romero@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Full Board,Canceled,2015-11-18,165
5649,5650,5437,marcusboyd,Christopher Williamson,christopher.williamson@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Full Board,Canceled,2015-11-18,165
5650,5651,5438,gordonwilliam,Matthew Washington DDS,matthew.washington.dds@example.com,France,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5651,5652,5439,susan12,Michael Carter,michael.carter@example.com,Ireland,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5653,5654,5441,elizabethreed,Martin Peterson,martin.peterson@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Full Board,Canceled,2015-09-14,165
5654,5655,5442,iwatson,Victoria Gordon,victoria.gordon@example.com,Malaysia,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5655,5656,5443,tylerhickman,Catherine Mcclain,catherine.mcclain@example.com,Poland,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5656,5657,3199,nguyenbenjamin,Kristin Thompson,kristin.thompson@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Full Board,Canceled,2015-11-18,165
5657,5658,5444,julie47,Gregory Brewer,gregory.brewer@example.com,India,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5658,5659,5445,gutierrezgary,Kyle Russell,kyle.russell@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Canceled,2015-11-19,125
5659,5660,5446,snorman,Warren Robinson,warren.robinson@example.com,Romania,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5661,5662,5448,fernandezadrian,Richard Cook,richard.cook@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Canceled,2015-11-19,125
5662,5663,5449,ballmonique,Andrew Bennett,andrew.bennett@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Full Board,Canceled,2015-09-14,165
5663,5664,5450,chad60,Laura Steele,laura.steele@example.com,Austria,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5664,5665,5451,nicole72,Kara Copeland,kara.copeland@example.com,France,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5665,5666,5452,leebrian,Leah Ortega,leah.ortega@example.com,India,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5668,5669,5454,rpearson,Scott Kirby,scott.kirby@example.com,Egypt,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5669,5670,5455,wesley69,Sharon Foster,sharon.foster@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,No-Show,2015-11-23,125
5670,5671,5456,douglasdean,Matthew Burns,matthew.burns@example.com,Israel,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5671,5672,5457,blakehampton,Linda Andrade,linda.andrade@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Full Board,Canceled,2015-09-14,165
5672,5673,5458,iingram,Wyatt Duncan,wyatt.duncan@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Full Board,Canceled,2015-09-14,165
5673,5674,5459,david63,Mr. Brian Barnes,mr..brian.barnes@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Full Board,Canceled,2015-09-14,165
5674,5675,5460,joseschneider,Andrew Howell,andrew.howell@example.com,France,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5675,5676,5461,harrellemily,Todd Ramirez,todd.ramirez@example.com,France,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5676,5677,5462,sotodaniel,Kathleen Phillips,kathleen.phillips@example.com,Egypt,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5677,5678,5463,bankscynthia,Kimberly Stark,kimberly.stark@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Full Board,Canceled,2015-09-14,165
5678,5679,5464,barbarasoto,Damon Riggs,damon.riggs@example.com,Hungary,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5681,5682,5467,joebarrera,Christine Rose,christine.rose@example.com,France,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5682,5683,5468,tiffanypittman,Benjamin Giles,benjamin.giles@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Canceled,2015-11-19,125
5683,5684,5469,johnsonlarry,Ruth Rollins,ruth.rollins@example.com,Germany,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5684,5685,5470,brandyrogers,Samuel Hull,samuel.hull@example.com,India,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5685,5686,5471,oscarzimmerman,Kimberly Lopez DDS,kimberly.lopez.dds@example.com,Sweden,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5686,5687,5472,brivera,Sarah Robbins,sarah.robbins@example.com,Finland,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5687,5688,5473,nathanmiller,Mary Marquez,mary.marquez@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,No-Show,2015-11-23,125
5688,5689,5474,miranda26,Jennifer Davis,jennifer.davis@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Full Board,Canceled,2015-09-14,165
5689,5690,5475,prichards,Connie Crosby,connie.crosby@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Full Board,Canceled,2015-09-14,165
5690,5691,5476,stephanie64,Linda Berry,linda.berry@example.com,France,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5691,5692,5477,davidroman,Christina Kelly,christina.kelly@example.com,France,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5692,5693,5478,walkersandra,Allison Ferrell,allison.ferrell@example.com,India,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5693,5694,5479,gregorypope,Christopher Navarro,christopher.navarro@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Canceled,2015-11-19,125
5694,5695,5480,haley33,Brittany Allen,brittany.allen@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5695,5696,5481,alexawhite,Matthew Jenkins,matthew.jenkins@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Full Board,Canceled,2015-09-14,165
5696,5697,5482,ugreen,Phillip Thompson,phillip.thompson@example.com,France,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5697,5698,5483,jonathondean,William Diaz,william.diaz@example.com,France,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5698,5699,5484,debraho,Gerald Arnold,gerald.arnold@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Canceled,2015-11-19,125
5699,5700,5485,hilltimothy,Rachel Ruiz,rachel.ruiz@example.com,France,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5700,5701,5486,nicole15,Patrick Smith,patrick.smith@example.com,Norway,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5701,5702,5487,thompsondebbie,Jessica Mann,jessica.mann@example.com,Slovakia,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5704,5705,5490,hpatterson,Stephanie Cook,stephanie.cook@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Full Board,Canceled,2015-09-14,165
5707,5708,5493,garycaldwell,Micheal Russell,micheal.russell@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,No-Show,2015-11-23,125
5708,5709,5494,jpark,Deborah Lane,deborah.lane@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Full Board,Canceled,2015-09-14,165
5709,5710,5495,ann87,Erica Perez,erica.perez@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Full Board,Canceled,2015-09-14,165
5710,5711,5496,tonyabailey,Kaitlyn Dawson,kaitlyn.dawson@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Full Board,Canceled,2015-09-14,165
5711,5712,5497,lewispatricia,James Jimenez,james.jimenez@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Full Board,Canceled,2015-09-14,165
5712,5713,5498,randolphdennis,Marcus Wheeler,marcus.wheeler@example.com,"Iran, Islamic Republic of",1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5713,5714,5499,debra17,Douglas Boyd,douglas.boyd@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5714,5715,5500,stephanie81,David Williams,david.williams@example.com,France,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,No-Show,2015-11-23,125
5717,5718,5503,akelly,Jesse Carter,jesse.carter@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Full Board,Canceled,2015-09-14,165
5718,5719,1823,brian78,David Ware,david.ware@example.com,France,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5719,5720,5504,corey29,Melissa Stevens,melissa.stevens@example.com,Denmark,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5720,5721,5505,bonnie79,Micheal Mcdonald,micheal.mcdonald@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Full Board,Canceled,2015-09-14,165
5721,5722,5506,christopher49,Jessica Carter,jessica.carter@example.com,France,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5722,5723,5507,tyleredwards,Mrs. Sherry Jones,mrs..sherry.jones@example.com,France,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5723,5724,5508,douglasbrown,Jenna Sutton,jenna.sutton@example.com,France,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5724,5725,5509,amandatorres,David Kelly,david.kelly@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,No-Show,2015-11-23,125
5725,5726,5510,linda62,Christian Taylor DDS,christian.taylor.dds@example.com,Sweden,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5726,5727,5511,khurst,Dr. Debra Moore MD,dr..debra moore.md@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5727,5728,5512,kathrynrobinson,Bryan Carney,bryan.carney@example.com,France,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5728,5729,5513,stephanie61,Angela Ingram,angela.ingram@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5730,5731,5515,padillakimberly,Cassandra Sloan,cassandra.sloan@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Full Board,Canceled,2015-09-14,165
5731,5732,5516,qbyrd,Allen Lamb,allen.lamb@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Full Board,Canceled,2015-09-14,165
5733,5734,5517,randalljensen,Mr. Joe Duffy,mr..joe.duffy@example.com,France,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5734,5735,5518,elizabethfields,Rachel Hoffman,rachel.hoffman@example.com,Ireland,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5735,5736,5519,thorntondeborah,Catherine Vang,catherine.vang@example.com,Denmark,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5736,5737,5520,alexandria79,Alyssa Grimes,alyssa.grimes@example.com,India,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5737,5738,5521,gregorymorales,Kim King,kim.king@example.com,Bulgaria,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5738,5739,5522,tnguyen,Mr. Edward Pierce,mr..edward.pierce@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Canceled,2015-11-19,125
5739,5740,5460,pmills,Andrew Howell,andrew.howell@example.com,Saudi Arabia,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5740,5741,5523,normaalvarez,Eileen Clark,eileen.clark@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Full Board,Canceled,2015-09-14,165
5741,5742,5524,stephanie79,Alexandria Walker,alexandria.walker@example.com,Poland,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5742,5743,5525,qcampbell,Christina Clark,christina.clark@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Full Board,Canceled,2015-09-14,165
5743,5744,5526,pamelalara,Norma Hunter,norma.hunter@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Full Board,Canceled,2015-09-14,165
5744,5745,5527,angelamontoya,Robert Stephenson,robert.stephenson@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Full Board,Canceled,2015-09-14,165
5745,5746,5528,adrian04,Catherine Nelson,catherine.nelson@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Full Board,Canceled,2015-09-14,165
5746,5747,5529,adamschristopher,Timothy Hamilton,timothy.hamilton@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Full Board,Canceled,2015-09-14,165
5747,5748,5530,lisafitzgerald,Joseph Dickerson,joseph.dickerson@example.com,Slovenia,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5748,5749,5531,davidburns,Erin Sanchez,erin.sanchez@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Full Board,Canceled,2015-11-18,165
5749,5750,5532,oliviarogers,Jacob Young,jacob.young@example.com,India,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5750,5751,5533,victoriarivera,Veronica Davis,veronica.davis@example.com,France,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5751,5752,5534,tylerrobinson,Anthony Gonzales,anthony.gonzales@example.com,France,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5752,5753,5535,ngraves,Lisa Jennings,lisa.jennings@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5753,5754,5536,guerrerojeremy,Christopher Day,christopher.day@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Canceled,2015-11-19,125
5754,5755,5537,larsonmia,Mark Coleman,mark.coleman@example.com,Romania,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5755,5756,5538,vking,Erika Bell,erika.bell@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Full Board,Canceled,2015-09-14,165
5756,5757,2795,nancy47,Christopher Brown,christopher.brown@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Full Board,Canceled,2015-09-14,165
5757,5758,5539,catherineperez,John Jackson,john.jackson@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Full Board,Canceled,2015-09-14,165
5758,5759,5540,kelleybarbara,James Taylor,james.taylor@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Full Board,Canceled,2015-09-14,165
5759,5760,5541,andrew14,Ryan Clark,ryan.clark@example.com,Hungary,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-26,125
5761,5762,5543,lisa79,Mary Parrish,mary.parrish@example.com,Saint Kitts and Nevis,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-25,125
5762,5763,5544,petersonmatthew,Ronald Salazar,ronald.salazar@example.com,Poland,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-25,125
5763,5764,5545,christophermurphy,Jacqueline Newman,jacqueline.newman@example.com,Algeria,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-27,125
5764,5765,5546,stephanie04,Matthew Browning,matthew.browning@example.com,Croatia,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-27,125
5765,5766,5547,tvaughn,Jasmine Brown,jasmine.brown@example.com,Greece,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-27,125
5766,5767,5548,wbell,Travis Cook,travis.cook@example.com,India,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-27,125
5767,5768,5549,odoyle,Jesse Aguilar,jesse.aguilar@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Canceled,2015-11-19,125
5768,5769,5550,bcain,Angela Mendez,angela.mendez@example.com,Jordan,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-27,125
5772,5773,5554,daniellejohnson,Lynn Gomez,lynn.gomez@example.com,South Africa,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-27,125
5773,5774,5555,frank54,Kathleen Edwards,kathleen.edwards@example.com,Algeria,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-27,125
5775,5776,5557,kjensen,Christopher Diaz,christopher.diaz@example.com,Jordan,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-27,125
5776,5777,5558,murraystephanie,Brenda Campbell,brenda.campbell@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-27,125
5777,5778,5559,millerjay,Kimberly Rogers,kimberly.rogers@example.com,Thailand,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-27,125
5778,5779,5560,davidramsey,Amanda Morgan,amanda.morgan@example.com,Türkiye,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-27,125
5779,5780,5561,smallsteven,Lisa Thomas,lisa.thomas@example.com,Czechia,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-27,125
5781,5782,5563,paula55,Karen Richards,karen.richards@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-27,125
5782,5783,802,marshallkyle,Katie Russell,katie.russell@example.com,Norway,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-27,125
5783,5784,5564,megandunn,James Thompson,james.thompson@example.com,New Zealand,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-27,125
5784,5785,5565,carterdestiny,Christopher Mueller,christopher.mueller@example.com,Czechia,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-27,125
5785,5786,5337,timothymedina,Jamie Bennett,jamie.bennett@example.com,United Kingdom,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-27,125
5786,5787,5566,brendacollins,Micheal Odonnell,micheal.odonnell@example.com,Colombia,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-28,125
5787,5788,5567,morganjones,Kevin Wells,kevin.wells@example.com,Portugal,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,No-Show,2015-11-23,125
5788,5789,5568,jodyhanson,Annette Lopez,annette.lopez@example.com,Mexico,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-28,125
5790,5791,5570,wallsrobin,Cameron Wilcox,cameron.wilcox@example.com,Mexico,1,0,1,Standard Room,2015-11-23,2015-11-30,Bed & Breakfast,Check-Out,2015-11-28,125
